STATE,COUNTY,RISK_SCORE,HAZARD
Oregon,Lincoln,84.70824949698189,Coastal Flooding
Oregon,Douglas,82.29376257545272,Coastal Flooding
Oregon,Lane,77.66599597585513,Coastal Flooding
Oregon,Columbia,62.776659959758554,Coastal Flooding
Oregon,Curry,58.752515090543255,Coastal Flooding
Oregon,Multnomah,53.923541247484906,Coastal Flooding
Oregon,Clackamas,23.340040241448698,Coastal Flooding
Pennsylvania,Philadelphia,97.58551307847083,Coastal Flooding
Pennsylvania,Delaware,91.54929577464789,Coastal Flooding
Pennsylvania,Bucks,77.2635814889336,Coastal Flooding
Pennsylvania,Erie,41.24748490945674,Coastal Flooding
Pennsylvania,Chester,0.0,Coastal Flooding
Pennsylvania,Montgomery,0.0,Coastal Flooding
Rhode Island,Washington,80.28169014084507,Coastal Flooding
Rhode Island,Newport,66.39839034205231,Coastal Flooding
Rhode Island,Bristol,63.17907444668008,Coastal Flooding
Rhode Island,Providence,58.14889336016097,Coastal Flooding
Rhode Island,Kent,53.31991951710262,Coastal Flooding
South Carolina,Horry,89.73843058350099,Coastal Flooding
South Carolina,Charleston,73.44064386317908,Coastal Flooding
South Carolina,Beaufort,60.7645875251509,Coastal Flooding
South Carolina,Berkeley,47.88732394366197,Coastal Flooding
South Carolina,Georgetown,46.88128772635815,Coastal Flooding
South Carolina,Colleton,39.63782696177062,Coastal Flooding
South Carolina,Dorchester,35.2112676056338,Coastal Flooding
South Carolina,Jasper,34.00402414486921,Coastal Flooding
South Carolina,Williamsburg,18.913480885311873,Coastal Flooding
South Carolina,Hampton,18.10865191146881,Coastal Flooding
Texas,Cameron,97.78672032193158,Coastal Flooding
Texas,Aransas,95.37223340040242,Coastal Flooding
Texas,Nueces,93.56136820925552,Coastal Flooding
Texas,Calhoun,88.53118712273643,Coastal Flooding
Texas,San Patricio,86.92152917505031,Coastal Flooding
Texas,Jackson,85.91549295774648,Coastal Flooding
Texas,Brazoria,76.25754527162978,Coastal Flooding
Texas,Harris,73.8430583501006,Coastal Flooding
Texas,Willacy,64.38631790744466,Coastal Flooding
Texas,Refugio,62.97786720321932,Coastal Flooding
Utah,Davis,0.0,Coastal Flooding
Utah,Salt Lake,0.0,Coastal Flooding
Virginia,Accomack,94.76861167002012,Coastal Flooding
Virginia,Hampton,94.16498993963782,Coastal Flooding
Virginia,Northumberland,92.15291750503019,Coastal Flooding
Virginia,Portsmouth,91.9517102615694,Coastal Flooding
Virginia,Virginia Beach,91.34808853118712,Coastal Flooding
Virginia,Newport News,90.94567404426559,Coastal Flooding
Virginia,Mathews,90.74446680080483,Coastal Flooding
Virginia,Norfolk,90.54325955734409,Coastal Flooding
Virginia,Gloucester,87.5251509054326,Coastal Flooding
Virginia,York,86.11670020120724,Coastal Flooding
Washington,Grays Harbor,98.79275653923541,Coastal Flooding
Washington,Skagit,92.75653923541248,Coastal Flooding
Washington,Pacific,91.75050301810866,Coastal Flooding
Washington,Wahkiakum,87.72635814889335,Coastal Flooding
Washington,Kitsap,84.50704225352112,Coastal Flooding
Washington,Snohomish,75.25150905432596,Coastal Flooding
Washington,Thurston,74.44668008048289,Coastal Flooding
Washington,Pierce,73.64185110663983,Coastal Flooding
Washington,Mason,73.03822937625755,Coastal Flooding
Washington,Island,71.83098591549296,Coastal Flooding
Wisconsin,Brown,65.3923541247485,Coastal Flooding
Wisconsin,Door,51.10663983903421,Coastal Flooding
Wisconsin,Oconto,45.27162977867203,Coastal Flooding
Wisconsin,Ozaukee,40.845070422535215,Coastal Flooding
Wisconsin,Kenosha,34.40643863179074,Coastal Flooding
Wisconsin,Milwaukee,30.18108651911469,Coastal Flooding
Wisconsin,Sheboygan,29.175050301810867,Coastal Flooding
Wisconsin,Douglas,28.169014084507044,Coastal Flooding
Wisconsin,Bayfield,27.76659959758551,Coastal Flooding
Wisconsin,Racine,26.76056338028169,Coastal Flooding
Alabama,Madison,87.54163890739507,Ice Storm
Alabama,DeKalb,75.54963357761493,Ice Storm
Alabama,Marshall,75.3497668221186,Ice Storm
Alabama,Walker,74.51698867421719,Ice Storm
Alabama,Morgan,74.2838107928048,Ice Storm
Alabama,Jackson,73.71752165223184,Ice Storm
Alabama,Limestone,72.81812125249833,Ice Storm
Alabama,Cullman,71.61892071952032,Ice Storm
Alabama,Choctaw,67.72151898734177,Ice Storm
Alabama,Lauderdale,65.15656229180547,Ice Storm
Alaska,Juneau,55.29646902065289,Ice Storm
Alaska,Anchorage,32.91139240506329,Ice Storm
Alaska,Sitka,28.314457028647567,Ice Storm
Alaska,Matanuska-Susitna,25.18321119253831,Ice Storm
Alaska,Ketchikan Gateway,25.08327781479014,Ice Storm
Alaska,Kenai Peninsula,24.183877415056628,Ice Storm
Alaska,Petersburg,20.586275816122583,Ice Storm
Alaska,Fairbanks North Star,19.586942038640903,Ice Storm
Alaska,Prince of Wales-Hyder,16.522318454363756,Ice Storm
Alaska,Hoonah-Angoon,15.622918054630247,Ice Storm
Arizona,Mohave,68.58760826115923,Ice Storm
Arizona,Coconino,59.86009327115258,Ice Storm
Arizona,Navajo,48.567621585609594,Ice Storm
Arizona,Apache,40.97268487674883,Ice Storm
Arkansas,Washington,99.70019986675548,Ice Storm
Arkansas,Baxter,99.56695536309127,Ice Storm
Arkansas,Boone,99.46702198534311,Ice Storm
Arkansas,Benton,99.1672218520986,Ice Storm
Arkansas,Johnson,98.83411059293805,Ice Storm
Arkansas,Independence,98.76748834110592,Ice Storm
Arkansas,Union,98.6342438374417,Ice Storm
Arkansas,Cleburne,98.60093271152564,Ice Storm
Arkansas,Carroll,98.53431045969353,Ice Storm
Arkansas,Pope,97.93471019320452,Ice Storm
Colorado,El Paso,86.77548301132578,Ice Storm
Colorado,Arapahoe,85.44303797468355,Ice Storm
Colorado,Adams,84.21052631578947,Ice Storm
Colorado,Jefferson,82.6115922718188,Ice Storm
Colorado,Boulder,73.75083277814788,Ice Storm
Colorado,Weld,72.018654230513,Ice Storm
Colorado,Larimer,70.48634243837442,Ice Storm
Colorado,Douglas,69.92005329780146,Ice Storm
Colorado,Logan,67.3217854763491,Ice Storm
Colorado,Mesa,65.98934043970687,Ice Storm
Connecticut,Fairfield,97.60159893404396,Ice Storm
Connecticut,Litchfield,91.00599600266489,Ice Storm
Connecticut,New Haven,90.473017988008,Ice Storm
Connecticut,New London,89.67355096602265,Ice Storm
Connecticut,Tolland,89.24050632911391,Ice Storm
Connecticut,Hartford,88.17455029980013,Ice Storm
Connecticut,Windham,86.94203864090606,Ice Storm
Connecticut,Middlesex,85.57628247834776,Ice Storm
Delaware,New Castle,84.84343770819453,Ice Storm
Delaware,Sussex,80.1132578281146,Ice Storm
Delaware,Kent,73.28447701532312,Ice Storm
District of Columbia,District of Columbia,45.40306462358428,Ice Storm
Florida,Nassau,29.980013324450365,Ice Storm
Florida,Duval,25.48301132578281,Ice Storm
Florida,Okaloosa,12.52498334443704,Ice Storm
Florida,Santa Rosa,7.661558960692871,Ice Storm
Florida,Escambia,6.828780812791472,Ice Storm
Florida,Walton,2.831445702864757,Ice Storm
Florida,Jackson,2.431712191872085,Ice Storm
Florida,Holmes,0.866089273817455,Ice Storm
Georgia,Richmond,99.03397734843436,Ice Storm
Georgia,Columbia,97.06862091938709,Ice Storm
Georgia,Bibb,92.53830779480346,Ice Storm
Georgia,Houston,88.64090606262491,Ice Storm
Georgia,Troup,88.24117255163225,Ice Storm
Georgia,Greene,86.8421052631579,Ice Storm
Georgia,Morgan,86.64223850766157,Ice Storm
Georgia,Lumpkin,86.1425716189207,Ice Storm
Georgia,Burke,85.34310459693538,Ice Storm
Georgia,DeKalb,84.17721518987342,Ice Storm
Hawaii,Honolulu,89.1072618254497,Ice Storm
Hawaii,Hawaii,63.45769487008661,Ice Storm
Hawaii,Maui,57.69487008660893,Ice Storm
Hawaii,Kauai,41.80546302465024,Ice Storm
Hawaii,Kalawao,0.066622251832112,Ice Storm
Idaho,Ada,88.47435043304463,Ice Storm
Idaho,Kootenai,85.14323784143905,Ice Storm
Idaho,Canyon,81.97868087941373,Ice Storm
Idaho,Twin Falls,64.69020652898068,Ice Storm
Idaho,Bonner,53.66422385076616,Ice Storm
Idaho,Elmore,43.50433044636909,Ice Storm
Idaho,Jerome,41.372418387741504,Ice Storm
Idaho,Shoshone,38.77415056628914,Ice Storm
Idaho,Benewah,35.57628247834777,Ice Storm
Idaho,Gooding,35.44303797468354,Ice Storm
Illinois,Winnebago,96.90206528980681,Ice Storm
Illinois,St. Clair,96.26915389740172,Ice Storm
Illinois,Madison,95.46968687541639,Ice Storm
Illinois,Sangamon,95.40306462358429,Ice Storm
Illinois,Cook,90.93937375083277,Ice Storm
Illinois,Stephenson,88.94070619586942,Ice Storm
Illinois,Rock Island,87.3750832778148,Ice Storm
Illinois,Ogle,87.3084610259827,Ice Storm
Illinois,Will,87.20852764823451,Ice Storm
Illinois,Peoria,85.17654896735509,Ice Storm
Indiana,Vanderburgh,96.56895403064625,Ice Storm
Indiana,Warrick,88.5742838107928,Ice Storm
Indiana,Clark,86.20919387075283,Ice Storm
Indiana,Lake,83.8774150566289,Ice Storm
Indiana,Hamilton,81.74550299800133,Ice Storm
Indiana,Tippecanoe,79.3471019320453,Ice Storm
Indiana,Floyd,76.51565622918055,Ice Storm
Indiana,Marion,73.95069953364424,Ice Storm
Indiana,Posey,72.618254497002,Ice Storm
Indiana,Knox,70.85276482345103,Ice Storm
Iowa,Scott,92.20519653564293,Ice Storm
Iowa,Sioux,88.70752831445702,Ice Storm
Iowa,Pottawattamie,87.47501665556295,Ice Storm
Iowa,Crawford,84.6435709526982,Ice Storm
Iowa,Dubuque,82.54497001998668,Ice Storm
Iowa,Carroll,82.34510326449033,Ice Storm
Iowa,Lyon,76.41572285143238,Ice Storm
Iowa,Clinton,76.08261159227182,Ice Storm
Iowa,Johnson,71.31912058627582,Ice Storm
Iowa,Sac,70.71952031978681,Ice Storm
Kansas,Johnson,99.63357761492338,Ice Storm
Kansas,Sedgwick,99.43371085942704,Ice Storm
Kansas,Reno,99.10059960026648,Ice Storm
Kansas,Wyandotte,98.23451032644903,Ice Storm
Kansas,Saline,96.80213191205863,Ice Storm
Kansas,McPherson,94.83677548301132,Ice Storm
Kansas,Barton,94.80346435709527,Ice Storm
Kansas,Leavenworth,94.07061958694204,Ice Storm
Kansas,Montgomery,93.53764157228514,Ice Storm
Kansas,Labette,93.47101932045302,Ice Storm
Kentucky,McCracken,97.70153231179212,Ice Storm
Kentucky,Graves,97.2684876748834,Ice Storm
Kentucky,Hopkins,97.10193204530312,Ice Storm
Kentucky,Calloway,96.3690872751499,Ice Storm
Kentucky,Marshall,95.10326449033978,Ice Storm
Kentucky,Warren,95.03664223850767,Ice Storm
Kentucky,Christian,94.636908727515,Ice Storm
Kentucky,Henderson,94.43704197201866,Ice Storm
Kentucky,Fayette,94.13724183877417,Ice Storm
Kentucky,Daviess,92.57161892071952,Ice Storm
Louisiana,Caddo,99.06728847435045,Ice Storm
Louisiana,East Baton Rouge,96.63557628247837,Ice Storm
Louisiana,Tangipahoa,92.63824117255164,Ice Storm
Louisiana,Livingston,88.77415056628915,Ice Storm
Louisiana,Calcasieu,87.7415056628914,Ice Storm
Louisiana,Jefferson Davis,86.04263824117255,Ice Storm
Louisiana,Lafayette,85.90939373750834,Ice Storm
Louisiana,Ascension,83.57761492338442,Ice Storm
Louisiana,Beauregard,83.24450366422384,Ice Storm
Louisiana,St. Tammany,82.51165889407062,Ice Storm
Maine,York,98.80079946702199,Ice Storm
Maine,Cumberland,98.13457694870087,Ice Storm
Maine,Kennebec,97.80146568954031,Ice Storm
Maine,Penobscot,97.30179880079946,Ice Storm
Maine,Androscoggin,94.70353097934711,Ice Storm
Maine,Hancock,94.57028647568288,Ice Storm
Maine,Somerset,93.17121918720852,Ice Storm
Maine,Waldo,92.50499666888742,Ice Storm
Maine,Knox,92.40506329113924,Ice Storm
Maine,Lincoln,92.00532978014655,Ice Storm
Maryland,Baltimore,85.5429713524317,Ice Storm
Maryland,Montgomery,81.71219187208527,Ice Storm
Maryland,Cecil,81.47901399067288,Ice Storm
Maryland,Prince George's,74.81678880746169,Ice Storm
Maryland,Howard,66.95536309127247,Ice Storm
Maryland,Washington,65.32311792138574,Ice Storm
Maryland,Harford,65.28980679546969,Ice Storm
Maryland,Anne Arundel,64.89007328447701,Ice Storm
Maryland,Baltimore,64.05729513657562,Ice Storm
Maryland,Frederick,62.958027981345765,Ice Storm
Massachusetts,Worcester,97.2018654230513,Ice Storm
Massachusetts,Norfolk,96.30246502331778,Ice Storm
Massachusetts,Middlesex,91.60559626915389,Ice Storm
Massachusetts,Hampshire,88.34110592938042,Ice Storm
Massachusetts,Plymouth,87.64157228514325,Ice Storm
Massachusetts,Bristol,86.67554963357762,Ice Storm
Massachusetts,Essex,85.27648234510326,Ice Storm
Massachusetts,Barnstable,82.21185876082612,Ice Storm
Massachusetts,Hampden,79.64690206528981,Ice Storm
Massachusetts,Franklin,78.34776815456361,Ice Storm
Michigan,Oakland,99.83344437041973,Ice Storm
Michigan,Macomb,99.66688874083944,Ice Storm
Michigan,St. Clair,95.66955363091272,Ice Storm
Michigan,Lapeer,90.70619586942041,Ice Storm
Michigan,Sanilac,88.07461692205196,Ice Storm
Michigan,Genesee,86.40906062624917,Ice Storm
Michigan,Saginaw,86.07594936708861,Ice Storm
Michigan,Livingston,84.87674883411059,Ice Storm
Michigan,Ingham,84.61025982678214,Ice Storm
Michigan,Ottawa,84.37708194536977,Ice Storm
Minnesota,Anoka,99.40039973351101,Ice Storm
Minnesota,Washington,97.23517654896735,Ice Storm
Minnesota,Wright,96.16922051965356,Ice Storm
Minnesota,Scott,94.27048634243837,Ice Storm
Minnesota,Carver,94.1705529646902,Ice Storm
Minnesota,Sherburne,93.40439706862091,Ice Storm
Minnesota,Stearns,92.10526315789474,Ice Storm
Minnesota,Chisago,87.10859427048634,Ice Storm
Minnesota,Clay,86.24250499666888,Ice Storm
Minnesota,Dakota,84.47701532311793,Ice Storm
Mississippi,Lawrence,88.20786142571619,Ice Storm
Mississippi,Bolivar,83.97734843437709,Ice Storm
Mississippi,Hinds,83.67754830113257,Ice Storm
Mississippi,Jones,83.2778147901399,Ice Storm
Mississippi,Rankin,80.4796802131912,Ice Storm
Mississippi,Lauderdale,79.71352431712192,Ice Storm
Mississippi,Tate,79.14723517654897,Ice Storm
Mississippi,Neshoba,78.84743504330446,Ice Storm
Mississippi,Sunflower,78.54763491005995,Ice Storm
Mississippi,Claiborne,78.41439040639574,Ice Storm
Missouri,Greene,99.93337774816789,Ice Storm
Missouri,St. Louis,99.86675549633577,Ice Storm
Missouri,Boone,99.80013324450368,Ice Storm
Missouri,Newton,99.30046635576282,Ice Storm
Missouri,Cole,98.73417721518989,Ice Storm
Missouri,St. Charles,98.20119920053298,Ice Storm
Missouri,Dunklin,97.90139906728848,Ice Storm
Missouri,Jefferson,97.86808794137242,Ice Storm
Missouri,Clay,97.40173217854765,Ice Storm
Missouri,Cass,96.6688874083944,Ice Storm
Montana,Missoula,85.4763491005996,Ice Storm
Montana,Ravalli,80.07994670219854,Ice Storm
Montana,Richland,72.48500999333777,Ice Storm
Montana,Yellowstone,66.7888074616922,Ice Storm
Montana,Sheridan,66.22251832111925,Ice Storm
Montana,Gallatin,56.895403064623586,Ice Storm
Montana,Cascade,54.63024650233178,Ice Storm
Montana,Roosevelt,52.59826782145236,Ice Storm
Montana,Wibaux,50.56628914057294,Ice Storm
Montana,Lake,34.27714856762159,Ice Storm
Nebraska,Lancaster,99.90006662225184,Ice Storm
Nebraska,Douglas,98.50099933377749,Ice Storm
Nebraska,Hall,96.46902065289807,Ice Storm
Nebraska,Sarpy,94.90339773484345,Ice Storm
Nebraska,Gage,93.8707528314457,Ice Storm
Nebraska,Madison,93.73750832778148,Ice Storm
Nebraska,Adams,92.07195203197868,Ice Storm
Nebraska,Saline,91.57228514323783,Ice Storm
Nebraska,Platte,90.40639573617588,Ice Storm
Nebraska,Seward,90.03997335109926,Ice Storm
Nevada,Washoe,63.35776149233844,Ice Storm
Nevada,Lyon,43.67088607594937,Ice Storm
Nevada,Churchill,29.480346435709524,Ice Storm
Nevada,Pershing,15.52298467688208,Ice Storm
New Hampshire,Hillsborough,98.90073284477016,Ice Storm
New Hampshire,Cheshire,91.43904063957362,Ice Storm
New Hampshire,Merrimack,90.27315123251167,Ice Storm
New Hampshire,Carroll,88.00799467021986,Ice Storm
New Hampshire,Strafford,87.70819453697534,Ice Storm
New Hampshire,Belknap,86.30912724850099,Ice Storm
New Hampshire,Grafton,85.87608261159228,Ice Storm
New Hampshire,Sullivan,77.01532311792137,Ice Storm
New Hampshire,Rockingham,75.28314457028648,Ice Storm
New Hampshire,Coos,61.892071952031976,Ice Storm
New Jersey,Monmouth,99.73351099267157,Ice Storm
New Jersey,Ocean,99.3337774816789,Ice Storm
New Jersey,Camden,89.9400399733511,Ice Storm
New Jersey,Middlesex,89.20719520319787,Ice Storm
New Jersey,Bergen,87.1419053964024,Ice Storm
New Jersey,Burlington,84.67688207861426,Ice Storm
New Jersey,Essex,83.84410393071285,Ice Storm
New Jersey,Passaic,80.54630246502332,Ice Storm
New Jersey,Hudson,80.24650233177881,Ice Storm
New Jersey,Mercer,79.54696868754164,Ice Storm
New Mexico,Lea,79.11392405063292,Ice Storm
New Mexico,Chaves,75.48301132578281,Ice Storm
New Mexico,Eddy,73.61758827448368,Ice Storm
New Mexico,Otero,60.692871419053965,Ice Storm
New Mexico,Curry,60.493004663557635,Ice Storm
New Mexico,Roosevelt,53.131245836109265,Ice Storm
New Mexico,Doña Ana,47.201865423051295,Ice Storm
New Mexico,Bernalillo,38.974017321785475,Ice Storm
New Mexico,Lincoln,36.37574950033311,Ice Storm
New Mexico,Colfax,26.21585609593604,Ice Storm
New York,Nassau,100.0,Ice Storm
New York,Suffolk,97.00199866755496,Ice Storm
New York,Kings,94.7701532311792,Ice Storm
New York,Onondaga,93.70419720186543,Ice Storm
New York,Albany,93.67088607594938,Ice Storm
New York,Oneida,93.63757495003333,Ice Storm
New York,Jefferson,93.5709526982012,Ice Storm
New York,Queens,93.43770819453697,Ice Storm
New York,Ulster,91.93870752831445,Ice Storm
New York,Bronx,91.2391738840773,Ice Storm
North Carolina,Gaston,99.13391072618255,Ice Storm
North Carolina,Mecklenburg,98.96735509660226,Ice Storm
North Carolina,Cabarrus,98.86742171885412,Ice Storm
North Carolina,Catawba,98.16788807461693,Ice Storm
North Carolina,Union,98.00133244503664,Ice Storm
North Carolina,Iredell,97.96802131912061,Ice Storm
North Carolina,New Hanover,97.76815456362424,Ice Storm
North Carolina,Cleveland,97.73484343770821,Ice Storm
North Carolina,Lincoln,97.33510992671552,Ice Storm
North Carolina,Burke,97.16855429713524,Ice Storm
North Dakota,Ward,98.40106595602933,Ice Storm
North Dakota,Williams,97.63491005996002,Ice Storm
North Dakota,Morton,97.5016655562958,Ice Storm
North Dakota,Stutsman,96.2358427714857,Ice Storm
North Dakota,McLean,95.90273151232513,Ice Storm
North Dakota,Walsh,95.63624250499669,Ice Storm
North Dakota,Cass,95.43637574950031,Ice Storm
North Dakota,Grand Forks,95.236508994004,Ice Storm
North Dakota,McHenry,94.37041972018653,Ice Storm
North Dakota,Burleigh,94.33710859427049,Ice Storm
Ohio,Greene,96.76882078614256,Ice Storm
Ohio,Clark,96.10259826782145,Ice Storm
Ohio,Delaware,95.20319786808794,Ice Storm
Ohio,Fairfield,95.13657561625583,Ice Storm
Ohio,Hancock,93.13790806129248,Ice Storm
Ohio,Licking,92.77148567621586,Ice Storm
Ohio,Ross,91.63890739506996,Ice Storm
Ohio,Clinton,91.20586275816125,Ice Storm
Ohio,Wayne,90.67288474350434,Ice Storm
Ohio,Pickaway,89.07395069953363,Ice Storm
Oklahoma,Tulsa,99.96668887408394,Ice Storm
Oklahoma,Rogers,99.5336442371752,Ice Storm
Oklahoma,Creek,99.26715522984676,Ice Storm
Oklahoma,Delaware,99.2338441039307,Ice Storm
Oklahoma,Wagoner,99.20053297801464,Ice Storm
Oklahoma,Mayes,99.00066622251833,Ice Storm
Oklahoma,Kay,98.9340439706862,Ice Storm
Oklahoma,Ottawa,98.56762158560959,Ice Storm
Oklahoma,Garfield,98.46768820786143,Ice Storm
Oklahoma,Pittsburg,98.43437708194536,Ice Storm
Oregon,Umatilla,96.86875416389074,Ice Storm
Oregon,Clackamas,95.6029313790806,Ice Storm
Oregon,Lane,94.40373084610259,Ice Storm
Oregon,Linn,88.60759493670885,Ice Storm
Oregon,Wasco,84.71019320453031,Ice Storm
Oregon,Benton,83.91072618254498,Ice Storm
Oregon,Morrow,78.1479013990673,Ice Storm
Oregon,Lincoln,71.91872085276484,Ice Storm
Oregon,Marion,59.160559626915386,Ice Storm
Oregon,Douglas,59.093937375083286,Ice Storm
Pennsylvania,Philadelphia,96.1359093937375,Ice Storm
Pennsylvania,Montgomery,90.83944037308461,Ice Storm
Pennsylvania,Fayette,89.74017321785477,Ice Storm
Pennsylvania,Delaware,87.50832778147901,Ice Storm
Pennsylvania,Chester,86.80879413724185,Ice Storm
Pennsylvania,Bucks,85.50966022651566,Ice Storm
Pennsylvania,Lehigh,84.07728181212525,Ice Storm
Pennsylvania,Lancaster,84.04397068620918,Ice Storm
Pennsylvania,Berks,83.41105929380413,Ice Storm
Pennsylvania,York,80.97934710193204,Ice Storm
Rhode Island,Kent,86.27581612258494,Ice Storm
Rhode Island,Providence,84.5769487008661,Ice Storm
Rhode Island,Washington,77.14856762158561,Ice Storm
Rhode Island,Newport,37.64157228514324,Ice Storm
Rhode Island,Bristol,26.548967355096604,Ice Storm
South Carolina,Richland,99.7668221185876,Ice Storm
South Carolina,Lexington,99.50033311125917,Ice Storm
South Carolina,Spartanburg,98.66755496335777,Ice Storm
South Carolina,Aiken,98.26782145236508,Ice Storm
South Carolina,Greenville,97.83477681545637,Ice Storm
South Carolina,York,97.43504330446368,Ice Storm
South Carolina,Cherokee,97.13524317121919,Ice Storm
South Carolina,Greenwood,96.70219853431045,Ice Storm
South Carolina,Anderson,96.0692871419054,Ice Storm
South Carolina,Pickens,96.03597601598935,Ice Storm
South Dakota,Brown,93.50433044636908,Ice Storm
South Dakota,Davison,88.40772818121253,Ice Storm
South Dakota,Lincoln,86.54230512991339,Ice Storm
South Dakota,Hutchinson,86.44237175216523,Ice Storm
South Dakota,Pennington,85.60959360426382,Ice Storm
South Dakota,Codington,83.54430379746834,Ice Storm
South Dakota,Grant,83.31112591605596,Ice Storm
South Dakota,Deuel,82.4450366422385,Ice Storm
South Dakota,Beadle,82.0786142571619,Ice Storm
South Dakota,Douglas,81.67888074616923,Ice Storm
Tennessee,Knox,97.53497668221186,Ice Storm
Tennessee,Sumner,96.00266489007328,Ice Storm
Tennessee,Wilson,95.06995336442372,Ice Storm
Tennessee,Shelby,94.50366422385076,Ice Storm
Tennessee,Hamilton,91.9053964023984,Ice Storm
Tennessee,Rutherford,91.10592938041306,Ice Storm
Tennessee,Washington,76.48234510326449,Ice Storm
Tennessee,Macon,75.68287808127914,Ice Storm
Tennessee,Bradley,73.4510326449034,Ice Storm
Tennessee,DeKalb,72.38507661558961,Ice Storm
Texas,Morris,99.60026648900732,Ice Storm
Texas,Lamar,99.36708860759492,Ice Storm
Texas,Bowie,98.7008660892738,Ice Storm
Texas,Titus,98.03464357095268,Ice Storm
Texas,Cass,96.20253164556962,Ice Storm
Texas,Denton,95.70286475682877,Ice Storm
Texas,Reeves,95.5363091272485,Ice Storm
Texas,Dallas,94.60359760159893,Ice Storm
Texas,Camp,94.1039307128581,Ice Storm
Texas,Jefferson,93.83744170552964,Ice Storm
Utah,Utah,83.8107928047968,Ice Storm
Utah,Davis,72.21852098600932,Ice Storm
Utah,Weber,72.15189873417722,Ice Storm
Utah,Washington,66.25582944703531,Ice Storm
Utah,Cache,53.96402398401066,Ice Storm
Utah,Tooele,44.00399733510993,Ice Storm
Utah,Box Elder,42.205196535642905,Ice Storm
Utah,Summit,38.074616922051966,Ice Storm
Utah,Iron,36.309127248501,Ice Storm
Utah,Uintah,32.87808127914724,Ice Storm
Vermont,Windham,86.90872751499,Ice Storm
Vermont,Franklin,84.91005996002666,Ice Storm
Vermont,Addison,79.78014656895404,Ice Storm
Vermont,Chittenden,79.74683544303798,Ice Storm
Vermont,Orleans,63.85742838107929,Ice Storm
Vermont,Lamoille,58.294470353097935,Ice Storm
Vermont,Washington,54.96335776149233,Ice Storm
Vermont,Grand Isle,54.130579613590925,Ice Storm
Vermont,Bennington,45.93604263824117,Ice Storm
Vermont,Rutland,32.17854763491006,Ice Storm
Virginia,Chesapeake,91.072618254497,Ice Storm
Virginia,Fairfax,80.34643570952699,Ice Storm
Virginia,Portsmouth,79.84676882078614,Ice Storm
Virginia,Albemarle,77.04863424383744,Ice Storm
Virginia,Isle of Wight,71.15256495669554,Ice Storm
Virginia,Pulaski,69.78680879413724,Ice Storm
Virginia,Williamsburg,68.92071952031978,Ice Storm
Virginia,Louisa,68.42105263157895,Ice Storm
Virginia,Newport News,65.78947368421053,Ice Storm
Virginia,Tazewell,64.7568287808128,Ice Storm
Washington,Spokane,93.60426382411725,Ice Storm
Washington,Clark,93.23784143904064,Ice Storm
Washington,Benton,85.84277148567622,Ice Storm
Washington,Walla Walla,85.20986009327115,Ice Storm
Washington,Pierce,78.6808794137242,Ice Storm
Washington,Thurston,74.61692205196535,Ice Storm
Washington,Franklin,73.85076615589607,Ice Storm
Washington,Snohomish,68.7541638907395,Ice Storm
Washington,Kitsap,68.62091938707529,Ice Storm
Washington,Whatcom,68.05463024650234,Ice Storm
West Virginia,Kanawha,86.50899400399733,Ice Storm
West Virginia,Monongalia,83.61092604930047,Ice Storm
West Virginia,Ohio,82.6782145236509,Ice Storm
West Virginia,Marshall,77.81479013990673,Ice Storm
West Virginia,Cabell,75.7161892071952,Ice Storm
West Virginia,Wood,73.88407728181213,Ice Storm
West Virginia,Harrison,70.45303131245836,Ice Storm
West Virginia,Marion,67.05529646902065,Ice Storm
West Virginia,Preston,65.82278481012658,Ice Storm
West Virginia,Greenbrier,65.62291805463025,Ice Storm
Wisconsin,Dane,97.46835443037975,Ice Storm
Wisconsin,Eau Claire,95.26982011992004,Ice Storm
Wisconsin,Rock,91.27248500999335,Ice Storm
Wisconsin,Chippewa,90.97268487674883,Ice Storm
Wisconsin,St. Croix,89.40706195869421,Ice Storm
Wisconsin,Dunn,86.74217188540972,Ice Storm
Wisconsin,Marathon,84.97668221185876,Ice Storm
Wisconsin,Waukesha,84.24383744170552,Ice Storm
Wisconsin,Barron,83.74417055296469,Ice Storm
Wisconsin,Polk,83.2111925383078,Ice Storm
Wyoming,Laramie,70.68620919387075,Ice Storm
Wyoming,Natrona,65.45636242504996,Ice Storm
Wyoming,Fremont,53.364423717521646,Ice Storm
Wyoming,Park,43.271152564956694,Ice Storm
Wyoming,Campbell,42.63824117255163,Ice Storm
Wyoming,Albany,39.54030646235843,Ice Storm
Wyoming,Carbon,34.343770819453695,Ice Storm
Wyoming,Sheridan,34.07728181212525,Ice Storm
Wyoming,Teton,33.84410393071286,Ice Storm
Wyoming,Sweetwater,32.34510326449034,Ice Storm
Alabama,Mobile,99.41677882458502,Hurricane
Alabama,Baldwin,98.87842081650965,Hurricane
Alabama,Escambia,95.46882009869896,Hurricane
Alabama,Covington,94.07806191117093,Hurricane
Alabama,Coffee,93.76401973979364,Hurricane
Alabama,Houston,93.53970390309557,Hurricane
Alabama,Dale,88.55989232839839,Hurricane
Alabama,Clarke,86.58591296545536,Hurricane
Alabama,Choctaw,85.95782862270077,Hurricane
Alabama,Geneva,84.61193360251234,Hurricane
Arizona,Maricopa,46.523104531179904,Hurricane
Arizona,Pima,40.1973979362943,Hurricane
